CountyId,StateId,RegionId,Male,Female,Poverty,ChildPoverty,CarOwnership,PrivateEmploy,SelfEmploy,Unemploy,AvgCommute,PublicEmploy,TotalPop,AvgIncome
17189,17,3,7242,7215,12.9,16.9,83.8,79.7,7,5.5,23.2,12.6,14457,53202
17191,17,3,8201,8354,14.5,24,82.8,77.2,9.1,5.3,22.5,13.7,16555,44993
17193,17,3,7006,7458,13.6,17.7,82.5,77.5,10.1,8.8,24.7,12.2,14464,44648
17195,17,3,28306,29219,12,18,83.6,81.4,4.9,8.1,19.2,13.4,57525,47401
17197,17,3,339609,344386,7.9,11.2,83.9,85.2,3.1,7.8,32.6,11.6,683995,76101
17199,17,3,33323,33798,15,21.9,85,74,4.9,7,21.1,21.1,67121,44453
17201,17,3,141776,148663,16.8,25.7,84.6,85,4.5,11.5,21.3,10.4,290439,48225
17203,17,3,19366,19740,8.2,13.1,83.5,83.3,6,5.9,23.2,10.6,39106,65852
18001,18,3,17102,17540,16.3,27.3,75.7,80.6,8.7,6.2,22.3,10.1,34642,48188
18003,18,3,177301,186152,15.8,23.5,84.5,86.4,4.4,8,20.8,9.1,363453,49092
18005,18,3,39534,39954,12.8,18.5,84.8,87.8,4.5,5.4,19.1,7.6,79488,55050
18007,18,3,4367,4385,13.7,16.1,77.6,73.6,8.5,5.3,26.1,17.1,8752,47046
18009,18,3,6155,6321,14,20.1,87.1,85.1,4.3,9.8,23.6,10.4,12476,38190
18011,18,3,29997,30514,5.8,6.2,86.1,84,6,3.7,24.5,9.9,60511,67552
18013,18,3,7521,7490,12.6,21.2,82.8,81.9,6.9,6.2,33.6,10.9,15011,54615
18015,18,3,9947,10067,10.8,12.6,79.7,78.6,8.5,8.2,27.2,12.8,20014,52005
18017,18,3,19243,19233,15.6,23.7,83.3,82,4.5,8.7,20.7,13.3,38476,42290
18019,18,3,55549,57632,10.8,14.5,85.8,85.8,3.7,6.8,24.3,10.4,113181,51699
18021,18,3,13079,13607,14.5,18.1,82.2,78.4,6.1,7.8,25.4,15.4,26686,47602
18023,18,3,16165,16670,14.1,21.3,79.3,87.5,4.9,7.3,23.2,7.5,32835,48478
18025,18,3,5347,5244,20.7,28.1,87.6,77.8,7,6.6,31.5,15.3,10591,38695
18027,18,3,16232,16179,13.2,17.5,74.3,79.5,6.3,5.4,23.1,13.7,32411,47342
18029,18,3,24766,24913,9.3,12.7,85,85.2,5,8.1,29.4,9.5,49679,58680
18031,18,3,12985,13255,14.2,22.7,86.6,87.2,3.8,6.3,21.6,8.9,26240,49799
18033,18,3,21132,21317,14.6,21.4,86.5,87.3,3.9,7.5,21.1,8.5,42449,48341
18035,18,3,56294,61041,22,26,79.8,79.2,4.6,10.1,20.6,16.1,117335,38830
18037,18,3,21113,21178,9.8,13.4,85.6,87.1,4.4,3.3,19.2,8.4,42291,53513
18039,18,3,99175,101510,16.1,23.7,78.7,87.5,4.6,7.4,19.6,7.7,200685,47913
18041,18,3,11747,12026,20.6,29.9,83.5,85.3,5,12.1,26.1,9.4,23773,39379
18043,18,3,36794,39106,12.8,19.1,85.1,86.3,3.4,7.3,22.4,10.1,75900,54914
18045,18,3,8461,8427,12,13.9,82.8,80.4,6.8,8.6,25.5,12.5,16888,46760
18047,18,3,11446,11489,10.6,11.7,87.2,82.2,7.2,6.4,31.2,10.2,22935,51748
18049,18,3,10256,10271,14.9,21.5,78.5,81.3,7.8,6,23.4,10.4,20527,45332
18051,18,3,16855,16813,11.2,13.8,86,88,4.2,4.3,21,7.7,33668,48303
18053,18,3,32990,35906,18.7,28.6,80.8,82.6,4.4,8.8,18.5,12.9,68896,40294
18055,18,3,16298,16517,13.6,15.7,85.3,74.2,5.7,7,28.9,19.6,32815,45397
18057,18,3,144898,151737,4.7,5.6,84.9,84.9,4.4,4.3,26.6,10.5,296635,86222
18059,18,3,34905,36423,6.5,8.4,87.8,83.4,4.2,5.5,25.7,12.3,71328,66606
18061,18,3,19612,19618,13.9,16.3,84.6,83.7,4,7.9,30,12.2,39230,52128
18063,18,3,76496,76939,5,5.5,88.7,83.8,4,5.3,25.7,12.2,153435,70163
18065,18,3,25371,23775,16.3,23.5,86.3,81.3,6.8,10.6,26.5,11.7,49146,41855
18067,18,3,39916,42849,17.8,25.4,85,83.6,5,9.2,20.2,11.3,82765,44226
18069,18,3,18116,18747,12,16.4,83.4,85.6,4.8,7.4,20.1,9.6,36863,46945
18071,18,3,21713,21758,14.8,21,83.5,86,5.2,7.3,20.7,8.6,43471,47000
18073,18,3,16591,16857,8.4,9.7,84.5,84.5,5.5,6.3,26.9,10,33448,55374
18075,18,3,10443,10812,16.3,22.6,83.2,80.9,8.1,8.2,20.2,10.5,21255,41021
18077,18,3,15535,16918,14.5,20.3,83.1,80.1,4.5,9.2,23.8,14.7,32453,45718
18079,18,3,14134,13979,15.9,22.5,84.4,81.9,4.4,9.7,26.7,13.6,28113,44736
18081,18,3,71670,73975,9.9,13.7,86.1,84.1,5.4,6.3,26.2,10.4,145645,62147
18083,18,3,19264,18798,15.9,23.5,86.3,82.8,3.9,6.1,19.3,13.2,38062,42725
18085,18,3,38870,39113,11.4,15.9,80.5,88.3,4.7,6.5,20.5,6.9,77983,52821
18087,18,3,19233,18851,13,19.5,52.1,84.1,8.7,5.5,22.7,6.6,38084,49964
18089,18,3,237712,253884,17.9,29.4,84.4,85.3,3.5,10.5,27.9,11,491596,50135
18091,18,3,57575,53705,17.4,29.4,85,84,4.8,9.8,22.6,11.1,111280,46872
18093,18,3,22637,23177,13,18.4,85.9,79.7,5.4,6.3,24.9,14.9,45814,45875
18095,18,3,65208,65072,17.1,25,83.9,83.7,4.8,9.3,25.4,11.2,130280,44195
18097,18,3,446372,479963,21.1,31.8,81.9,85.4,4,10.1,23.1,10.5,926335,42168
18099,18,3,23335,23627,12.1,15.9,79.7,85.2,5.6,8.3,21.8,9,46962,48485
18101,18,3,5176,5086,13,19.8,83.9,74.5,4.9,6.1,26.3,20.2,10262,44589
18103,18,3,19482,16729,15.2,22.2,84.9,78.6,5.4,9.4,23.6,15.8,36211,45184
18105,18,3,70830,71574,24.8,18.7,70.3,73.2,5.5,6.9,18.4,21.2,142404,42404
18107,18,3,19378,18794,14.2,23.8,82.7,86.6,4.3,6.9,21.8,8.6,38172,48213
18109,18,3,34338,35065,12.1,18.9,84.8,83.5,5.8,7.3,29.2,10.6,69403,55432
18111,18,3,7100,6957,13.7,23.6,82.5,82.3,7.2,8.9,32.4,10.5,14057,46895
18113,18,3,23826,23720,12.2,18.3,82.5,86,4.8,8.8,22.6,9,47546,49331
18115,18,3,3015,3018,7.9,8.3,85.6,81.7,3.4,7.7,31.2,13.2,6033,48780
18117,18,3,9783,9942,17.6,27.7,81.4,84.7,6.3,6.8,25.9,8.9,19725,39812
18119,18,3,10705,10487,15.1,21.7,80,80.5,7.7,8,32,11.3,21192,43948
18121,18,3,8098,9009,16,20.7,83.2,79.6,7.1,7.8,26.8,13,17107,40781
18123,18,3,10407,9007,13,16.5,85.5,82.4,5.4,5.6,22.5,11.9,19414,47470
18125,18,3,6373,6314,10,17.5,84.1,87.1,3.2,5.1,25.5,9.4,12687,44399
18127,18,3,81958,84612,11.6,17.4,86.7,85.5,4,7.3,26.9,10.3,166570,63926
18129,18,3,12708,12859,11.1,16.9,88.8,83.2,5.6,5.3,22.8,11.1,25567,58101
18131,18,3,6623,6424,14.2,20.7,78.6,81,6.6,7,21.1,12.3,13047,43836
18133,18,3,19967,17683,10.2,15.7,81.1,83,5.7,7.3,27.2,11.3,37650,51355
18135,18,3,12487,13109,18,27.4,84.1,81.5,6.9,7.8,22.9,11,25596,40810
18137,18,3,14064,14548,8.6,12,83.6,83.1,5.2,7.4,26.3,11.6,28612,51170
18139,18,3,8414,8577,17.6,26.4,84.2,79.9,8.1,6.9,26.7,11.7,16991,45121
18141,18,3,129457,137789,17.8,27.3,81.3,85.9,4.6,8.5,20.7,9.4,267246,45471
18143,18,3,11685,12098,17.8,28.9,85.9,84.6,3.4,11,24.9,11.7,23783,44442
18145,18,3,21899,22542,12.2,16.8,83.5,85.4,5.4,8.3,23.7,9.2,44441,53584
18147,18,3,10557,10299,10.8,15.5,85.9,86.3,6.7,5.6,27.1,6.9,20856,55247
18149,18,3,11395,11722,16,26.1,80.5,83.4,5.3,11.5,29.3,11.2,23117,42208
18151,18,3,17379,16888,10.8,15.3,84.7,84.6,5.3,6.9,22.2,10,34267,48472
18153,18,3,11540,9571,18.7,28,88.6,84,4.1,6.8,22.7,11.9,21111,45023
18155,18,3,5443,5057,19.6,32.5,82.5,79,6.2,9.6,35.9,14.8,10500,44061
18157,18,3,92366,88586,22.2,21.4,74.4,79.4,3.7,6.5,17.6,16.8,180952,45932
18159,18,3,7776,7797,10,19.6,84.9,82.1,5.5,6.2,24.1,12.1,15573,51613
18161,18,3,3681,3618,10.4,15,89.2,74.6,7.2,7.7,24,17.1,7299,44277
18163,18,3,87661,93644,16.6,24.6,84.9,87,3.7,6.2,19.3,9.2,181305,43046
18165,18,3,7785,8075,12.9,14.4,82.4,82.3,6.7,6.5,25.3,10.6,15860,43600
18167,18,3,54952,53316,20.5,27.6,83.9,83.8,3.6,8.9,20.1,12.6,108268,40313
18169,18,3,15894,16464,14.4,25.7,86.3,83.6,5.5,7,18.3,10.6,32358,45649
18171,18,3,4159,4208,9.1,13.8,80.7,79.2,7.7,5.5,26.6,13.1,8367,56042
18173,18,3,30171,30824,9.9,17.2,88.2,86,4.7,5,22.3,9.2,60995,62185
18175,18,3,13867,14063,15.2,22.7,82.3,83.8,6.4,10.1,31.5,9.7,27930,41289
18177,18,3,32924,34942,21.1,33,84.7,82.8,5,9,19.2,11.9,67866,38494
18179,18,3,13709,14087,12.2,20.1,87.7,84.7,6.1,4.1,20.6,8.9,27796,51101
18181,18,3,12107,12281,9.6,12.1,81.8,81.6,5.8,6,24.1,12.5,24388,52154
18183,18,3,16667,16663,8,11.4,85.5,85.1,5.5,5.3,23.4,9.3,33330,54389
19001,19,3,3667,3759,10.6,13.9,79.7,73.6,10.6,3.2,22.1,15.6,7426,46526
19003,19,3,1942,1950,10.2,9.5,76.8,72.9,13.9,3.2,20.6,12.8,3892,48043
19005,19,3,7169,6891,10.9,15.3,76,77.9,10.8,6,24.3,10.1,14060,45890
19007,19,3,6302,6367,13.7,16.6,79,78.4,9.1,6.6,19.2,11.9,12669,41394
19009,19,3,2858,3011,9.7,11.7,78.7,72,14.3,2.6,17.5,13.4,5869,46979
19011,19,3,12888,12915,9.6,14.9,79.8,79.5,7.4,4.7,23.9,13,25803,60606
19013,19,3,64707,67789,15.7,18.8,82.7,81,4.6,6.6,16,14.3,132496,48369
19015,19,3,13244,13157,10.1,12.3,81.9,74.3,5.8,4.7,21,19.7,26401,52985
19017,19,3,12103,12436,8.3,9.2,80.4,82.5,6.8,3.9,19,10.6,24539,62163
19019,19,3,10426,10572,9.5,13.3,79.7,76,9.8,3.9,21.5,13.5,20998,56150
19021,19,3,10516,9991,12.6,17.3,70.7,81.6,8.3,3.7,13.9,10,20507,48195
19023,19,3,7429,7537,9,13.1,80.7,76.6,11,4,23.9,11.8,14966,52360
19025,19,3,5065,4849,14.8,21.8,81.2,72.4,12.2,4,20.9,15.1,9914,44921
19027,19,3,10066,10563,10.1,11.3,81,81.5,10,3.3,14.1,8.4,20629,50559
19029,19,3,6661,6929,13.9,22.7,76.9,77.8,10.6,3.2,19.1,11.3,13590,43750
19031,19,3,9013,9362,7.7,8.7,81.7,73.6,9.5,3,25.1,16.3,18375,59047
19033,19,3,21284,22197,13.4,17.4,81.5,82.5,6.3,4.4,16.2,10.9,43481,46122
19035,19,3,5921,5932,11.2,15.6,80.7,75.2,10.3,3.7,16.8,14.2,11853,48599
19037,19,3,6149,6095,8.8,11.5,79.1,76.5,10.1,3.8,21.7,12.5,12244,47040
19039,19,3,4686,4594,16.4,26.3,74.3,82.3,6.2,5,23.6,11.1,9280,43327
19041,19,3,8133,8404,11.5,20.1,76.4,81.1,8.6,3.8,16.1,9.9,16537,50389
19043,19,3,8896,8910,11.1,15.4,78.2,75.3,13.2,4.2,21.8,11.1,17806,48007
19045,19,3,23788,24577,13.9,20,83.9,85.2,5,4.8,19.5,9.5,48365,50498
19047,19,3,8688,8564,19.8,30.9,76.6,77.8,8.4,4.8,15.8,12.8,17252,48084
19049,19,3,36706,38186,6.5,6.6,86.7,83.7,4.8,2.6,20.9,11.3,74892,76320
19051,19,3,4295,4447,19.3,30.4,67.2,74.4,13.5,4.2,22.7,11.3,8742,48888
19053,19,3,4115,4134,20.6,26.4,68.9,74.9,9.7,7.5,19.9,14.5,8249,38560
19055,19,3,8731,8776,10,14.2,82.5,78.3,11.6,3.6,22,9.4,17507,58274
19057,19,3,19611,20597,15.2,22.3,82.5,81.7,6,6.3,16.1,12.2,40208,44423
19059,19,3,8490,8477,6.6,6.1,79.8,79.3,10.9,3.8,16,9.6,16967,57265
19061,19,3,47401,48505,12.2,15.8,82.1,84.7,5.2,4.3,16.9,10,95906,54605
19063,19,3,4887,5030,13.6,17.8,79.6,80.2,8.3,4.6,16.1,11.3,9917,47795
19065,19,3,10338,10251,12.9,17,76.1,79,10.2,5.1,20,10.6,20589,44928
19067,19,3,7958,8092,12.4,18.2,78.7,80.3,8.1,3.5,20.7,10.9,16050,44797
19069,19,3,5243,5246,13.3,21.6,78.8,73,13.9,4.2,15.9,12.6,10489,48605
19071,19,3,3523,3583,11,17.6,82.8,73.9,8.4,3.7,24.5,17.7,7106,53324
19073,19,3,4481,4693,12.6,18.1,79.5,73.1,10.9,5.6,18.7,15.4,9174,46898
19075,19,3,6095,6312,6.2,6.4,81.2,76.8,10,3.9,19.8,13.3,12407,56750
19077,19,3,5318,5422,11.4,14.8,76.6,73.8,10.9,5.4,26.7,14.6,10740,51013
19079,19,3,7467,7830,11.4,17.2,81.1,75.1,8.7,3.8,17.5,16,15297,49813
19081,19,3,5575,5517,8.5,12.6,79.7,77.2,10.5,1.5,20,11.6,11092,52981
19083,19,3,8629,8764,8.8,11.2,81,77,8.9,4.9,17.3,13.7,17393,51019
19085,19,3,7170,7297,9.9,11.9,79.7,79.8,8.9,3.6,26,11.2,14467,53567
19087,19,3,10254,9826,14.5,22.1,83.5,75.2,6.3,5.1,18.9,18.1,20080,49321
19089,19,3,4702,4792,11.7,14,76.6,75.1,11,3.4,17.8,12.9,9494,49869
19091,19,3,4721,4953,12.2,19.2,83.9,78.5,9.3,4.8,17.8,12,9674,47252
19093,19,3,3561,3510,11.7,14.8,77.8,79.7,9.3,3.7,15.7,10.9,7071,46993
19095,19,3,8097,8247,8.7,14.5,75.8,72.7,9.7,1.8,22.1,17.4,16344,59375
19097,19,3,9733,9839,12.1,15.3,82,79.3,10.4,4.4,23.1,10.1,19572,49028
19099,19,3,18711,18015,9.6,11.1,80.2,80.2,6.7,5.4,22.4,13,36726,55033
19101,19,3,8981,8337,15,20.6,74,79.6,10.5,6.4,14.6,9.3,17318,42899
19103,19,3,69350,70086,17.9,13.6,66.9,67,4.8,3.5,18.3,28,139436,55700
19105,19,3,10674,9886,10.2,14.5,82,77.6,9.5,5,24.9,12.7,20560,55060
19107,19,3,5179,5112,13.5,18.9,76.3,70,13.2,5.1,23.3,16.3,10291,43838
19109,19,3,7629,7651,9,14.5,82.8,74.6,13,2.1,15,12.2,15280,51496
19111,19,3,17767,17602,16.8,24.3,86.2,81.1,5.8,8.7,17.9,12.7,35369,43312
19113,19,3,106827,109813,9.8,10.9,83.7,85.5,4.5,4.8,18.7,9.9,216640,59322
19115,19,3,5751,5520,12.2,19.4,80,81.9,6.9,4.8,22.5,11.2,11271,51144
19117,19,3,4376,4355,13.1,16.2,82.1,74.2,11.1,5.8,22.4,14.7,8731,43962
19119,19,3,5951,5772,7.3,9.3,79.8,76.8,10.5,2.4,17,12.1,11723,57130
19121,19,3,7796,7848,7.6,5.2,81.6,80.1,6.9,5.7,27.1,12.9,15644,60060
19123,19,3,11202,11194,14.7,17.4,77.8,81.6,7.2,8,18.7,10.5,22396,48726
19125,19,3,16527,16721,9.9,12.1,79.2,82.7,5.9,4,20.2,11.3,33248,54693
19127,19,3,20730,20232,11.1,16.9,74.6,80.5,5.1,6.3,17.9,14.1,40962,53351
19129,19,3,7507,7355,8.9,9,81.4,71.8,7.1,3.8,24.3,21.1,14862,63979
19131,19,3,5339,5423,9.6,12.6,76.9,75,11.7,3.2,17.2,12.5,10762,49488
19133,19,3,4518,4570,13.9,22.7,81,73.3,11.9,5.5,22.5,14.4,9088,40302
19135,19,3,4140,3862,12.1,12.3,84,74.6,8.2,6.2,24.1,17.2,8002,46304
19137,19,3,5035,5430,16.8,27.3,80.7,77.1,10.2,9.6,18.9,11.8,10465,42418
19139,19,3,21412,21501,12.4,19,83,81.4,5.4,4.6,17.5,13.1,42913,53676
19141,19,3,7048,7044,7.3,9.1,74.3,77.7,10.2,2.8,15.3,12,14092,55227
19143,19,3,3118,3093,8.5,10.9,74.4,76.8,11.7,3.3,17.7,11.2,6211,49448
19145,19,3,8072,7588,15.3,20.4,81.7,75.9,8.4,5.1,15,15.4,15660,43912
19147,19,3,4618,4590,10.7,16.8,83.2,73.1,9,2.9,16.8,17.7,9208,47113
19149,19,3,12269,12584,7.8,10.3,81.6,77.4,9.7,3.4,18,12.5,24853,57130
19151,19,3,3548,3579,14.2,19.3,74.4,70.5,15.5,4.9,16.9,13.9,7127,45069
19153,19,3,222477,229892,12.9,18,83.8,83.2,4.4,5.8,19.1,12.3,452369,60061
19155,19,3,45947,47266,13,19,84.1,82.6,5,5,20.6,12.2,93213,51976
19157,19,3,8987,9718,10.4,9.1,69,83.7,7.2,4.8,16.4,9,18705,51006
19159,19,3,2474,2587,10.6,9.5,76.4,66.4,16.6,4.8,18,16.5,5061,47042
19161,19,3,4967,5134,8.2,7.9,83.6,76.6,9.9,4,17.9,13.3,10101,49572
19163,19,3,83437,86557,12.1,17.2,85.8,82.6,4.8,5.4,18.7,12.5,169994,55114
19165,19,3,5886,6106,11.2,13.2,78.5,73.7,12.5,2.9,18.3,13.4,11992,50952
19167,19,3,17404,17105,8.3,11.2,73.6,82.1,8.3,1.8,12.6,9.3,34509,61627
19169,19,3,48551,45035,22.7,11.8,72.8,66.3,4.3,5.5,17.6,29.3,93586,50438
19171,19,3,8637,8842,11.3,17.3,78.7,75.6,9.6,5.6,22.5,14.4,17479,55203
19173,19,3,3136,3077,14.1,17.7,76.8,71,12.4,4.4,20.2,16.2,6213,44246
19175,19,3,6015,6560,13.6,19.7,81.2,76.9,9.8,5.4,16.2,13,12575,44351
19177,19,3,3799,3633,14.9,25.5,74.1,75.8,9.6,6.6,22.8,13.6,7432,45111
19179,19,3,17413,17902,18.6,25.5,79.5,82.3,6,8,17.7,11.5,35315,42095
19181,19,3,23326,24216,6.8,9.4,83.6,80.7,5.8,4.8,24.4,13.3,47542,64447
19183,19,3,10847,11170,9.3,13.4,77,70.7,9.9,4.2,21.3,19.2,22017,56390
19185,19,3,3092,3292,13.3,16.9,76.6,69.8,15.6,4.3,23.8,13.2,6384,43358
19187,19,3,19193,18102,15.2,21.4,84.3,78,8.4,8.4,16.1,13.4,37295,42408
19189,19,3,5222,5392,9.9,9.9,79,84.3,7.5,6.2,17,7.9,10614,47668
19191,19,3,10386,10498,8.1,8.9,65.9,79.9,9.5,3,16,10.3,20884,54429
19193,19,3,50448,52082,14.6,19.4,83.3,84.9,4.6,5.2,17.7,10.4,102530,46720
19195,19,3,3728,3835,12,12.8,80.9,79,8.8,4.7,19.3,12.2,7563,48459
19197,19,3,6446,6490,11.1,15.2,77.8,76.9,8.5,5.7,15,14.6,12936,43698
20001,20,3,6441,6640,18,22.5,79.8,72.8,9.1,7,16.3,17.8,13081,38698
20003,20,3,3921,3975,17.5,28.6,75.6,68,18.7,5.9,24.9,13.1,7896,40696
20005,20,3,7977,8656,19.2,26.3,73.6,80.1,6,7.3,20.8,13.5,16633,43581
20007,20,3,2396,2374,10.9,15.6,82.9,70.3,12,3.1,13.5,17.3,4770,51811
20009,20,3,13307,14092,15.9,22.6,81.8,76,7.7,6.8,17,16,27399,44013
20011,20,3,7324,7488,19.2,28.7,82.6,75.8,5.8,3.3,17.9,18.3,14812,38280
20013,20,3,4808,5072,16.4,25.5,79.9,71.3,11.9,4.5,16.6,16.7,9880,43724
20015,20,3,33192,32900,10.4,14.8,86.3,77.7,4.7,5.6,22.5,17.4,66092,58897
20017,20,3,1348,1374,13.8,17.9,79.8,73.3,8,2.9,22.1,18.6,2722,38707
20019,20,3,1804,1716,16.8,27.7,79.3,69.9,11.1,5.1,21.2,18.6,3520,37993
20021,20,3,10337,10615,17,26.2,85.2,73.5,8.6,5.8,20.8,17.9,20952,41388
20023,20,3,1352,1330,8.1,12.5,73.4,60,15.1,1.9,14.1,23.8,2682,44500
20025,20,3,1055,1090,14.9,21,81.1,60.7,15.6,1.4,16.1,23.7,2145,42589
20027,20,3,4145,4276,11.4,19.4,78.8,66.4,11.3,1.9,18.6,21.9,8421,52066
20029,20,3,4650,4689,13.5,15.1,78.7,75.5,9,6.8,15.4,15.3,9339,39282
20031,20,3,4246,4212,10,14.2,83.7,72,8.6,5.1,20.5,19.3,8458,57433
20033,20,3,1020,990,7.2,9.5,77.9,62.7,16.4,5.4,13.2,20.4,2010,45288
20035,20,3,18184,17895,17.6,23,79.3,77.8,6,7,18.6,16,36079,43860
20037,20,3,19733,19571,22,20,85.2,75.6,5.6,5.6,16.2,18.4,39304,36534
20039,20,3,1455,1450,11.2,18.2,74.4,64.9,12.2,3.8,15.4,22.3,2905,40657
20041,20,3,9716,9800,10.5,12.5,78.9,72.8,8.6,6.7,22.1,18.3,19516,49096
20043,20,3,3992,3867,12.4,20.4,81.1,73.1,7.6,5.8,18.6,18.1,7859,47209
20045,20,3,57490,57477,19,13.8,76.8,71.8,4.7,6,20.4,23.4,114967,50939
20047,20,3,1528,1463,11.7,17.9,80.7,69.6,10,2,17.6,19.8,2991,47303
20049,20,3,1339,1344,18.3,24.5,71.7,59.2,13.6,5.3,25.3,26.6,2683,36458
20051,20,3,14452,14541,15.6,12.7,85.5,74.8,7,4.5,12.7,18,28993,45579
20053,20,3,3630,2780,9,7.8,76.8,69.6,9.5,4.3,15.7,20.9,6410,47736
20055,20,3,18884,18249,17,25,77.4,78.3,6,4.6,14.9,15.4,37133,49227
20057,20,3,17906,16808,18.2,27.8,79.6,81.6,5.4,6.4,14.5,12.6,34714,50777
20059,20,3,12675,13078,13.1,19.6,79.9,76.4,6,6.9,24.4,17.5,25753,51081
20061,20,3,19166,17621,12.4,17.7,78.7,60,4.5,9.2,16.9,35.1,36787,43992
20063,20,3,1385,1350,8.2,9.7,66.5,63.3,17.8,1.9,12.4,18.7,2735,46364
20065,20,3,1258,1335,11.2,17.3,73.6,62.2,14.9,2.4,16.9,22.4,2593,43826
20067,20,3,3957,3859,10.3,9.8,76.5,71.6,10,7.3,15.9,17.5,7816,55432
20069,20,3,2985,3080,10,13.8,79.3,71.2,14.3,2.9,15.6,13.6,6065,61000
20071,20,3,611,613,8.1,13.8,75.6,64.2,16.6,2.1,13,19.1,1224,47750
20073,20,3,3120,3273,15.1,23.6,79.9,68.7,11.5,3.5,23.6,19.6,6393,38838
20075,20,3,1342,1244,14.3,26.9,72.8,64.8,17.9,2.3,12.5,16.6,2586,45114
20077,20,3,2954,2907,16.4,21,82.5,70.4,10,3.7,15.3,19.1,5861,43973
20079,20,3,17026,17809,13.2,20.2,80.6,81.3,5.1,4.4,17.8,13.3,34835,51327
20081,20,3,2078,2052,13.8,21.9,76.6,68.5,12.1,3.9,14.5,18.7,4130,56484
20083,20,3,972,967,4.6,5.2,77.1,57.6,19,2.5,16.9,21.8,1939,54856
20085,20,3,6667,6733,9.1,11.1,80.3,67.8,7.5,4.4,24.6,23.9,13400,54077
20087,20,3,9610,9288,7.5,9.3,84.8,71.4,6.2,6.9,29.1,22.3,18898,57236
20089,20,3,1516,1522,15.5,26.9,75.7,60.9,19.8,2.5,17.6,19,3038,40553
20091,20,3,277330,289484,6.2,7.5,85.5,83.8,5.2,4.5,21,10.9,566814,76113
20093,20,3,2125,1827,10.7,12.3,75.9,65.3,10,1.8,16.1,24.2,3952,50506
20095,20,3,3926,3864,10.7,15.6,76.6,69.7,15.6,5.7,21.9,14.6,7790,50844
20097,20,3,1245,1291,15.5,20.3,77,67.7,13.1,4,12.8,19.2,2536,43963
20099,20,3,10378,10670,17.8,23.6,85,73.9,6.9,5.3,16.3,19,21048,41439
20101,20,3,817,857,9,8.9,83.9,56.4,16.7,2.4,13.9,26.7,1674,56507
20103,20,3,41806,36421,11.4,16.4,81.5,69.7,4.7,5.9,22.3,25.6,78227,63726
20105,20,3,1566,1588,11,13.9,78.3,64.9,12.2,6.5,19.4,23,3154,44276
20107,20,3,4659,4869,13.2,10.6,83.2,72.5,9,8.3,33.2,18.3,9528,46964
20109,20,3,1406,1387,8.4,7.4,74.1,59.8,16.9,3.9,13.4,23,2793,46875
20111,20,3,16262,17200,21.5,25.2,77.6,75,5.2,7.2,17,19.8,33462,40021
20113,20,3,14511,14741,7.2,9.4,81.9,77.5,9.9,3.1,14.1,12.2,29252,56128
20115,20,3,6087,6203,11.4,14.1,76.6,73.7,10.1,5,18.7,15.6,12290,45927
20117,20,3,4998,5007,11.1,15.6,79.1,75.1,10.8,3,15,13.8,10005,45374
20119,20,3,2258,2125,11.3,16.8,74.7,61.2,10.3,2.8,15,28.4,4383,52250
20121,20,3,16097,16591,9.2,12.9,84.3,80.3,5.9,5.6,28.6,13.7,32688,60966
20123,20,3,3208,3088,10.4,15.3,85.2,73,11.1,2.6,9.7,15.5,6296,48217
20125,20,3,16851,17333,19,26.3,81.7,77.9,6.8,8.7,16.8,15,34184,41083
20127,20,3,2855,2895,8.9,11.3,77.1,66.5,13.7,3.2,21.8,19.3,5750,47089
20129,20,3,1648,1458,10.8,12.9,75.4,66.3,12,5.8,16.1,21.7,3106,46028
20131,20,3,5107,5052,11.4,15.1,78.5,77,9.4,1.7,15.6,13.1,10159,48653
20133,20,3,8055,8368,18.6,29.7,81.3,70.9,8.4,4.7,16.6,20.5,16423,43195
20135,20,3,1561,1516,11.7,23.7,76.9,60.2,17.5,2.7,10.8,22.1,3077,44904
20137,20,3,3182,2408,8.5,9.3,80.6,66.1,12,1.7,15.4,21.8,5590,47852
20139,20,3,8018,8062,12.6,14.2,81.4,72.6,7.5,8.2,29.3,19.8,16080,49915
20141,20,3,1874,1908,15.4,27.4,81.8,63.4,14.6,4,14.7,20.1,3782,40216
20143,20,3,3134,2914,7.9,10.4,76.2,73.2,14,5.3,24,12.5,6048,52479
20145,20,3,3966,2945,7.8,4.8,83.8,60.5,11.4,1.9,13.9,27.6,6911,43250
20147,20,3,2686,2815,9.2,14.9,76.2,68.8,11.6,4.3,15.1,19.6,5501,44170
20149,20,3,11209,11416,8.9,8.5,81.5,69,7.8,3.7,21.3,22.8,22625,60216
20151,20,3,4873,4866,12.3,17.9,83.4,71.9,9.6,5.6,13.2,17.2,9739,49550
20153,20,3,1293,1252,10,17.1,70,62.9,20.6,2.3,15.2,15.7,2545,41579
20155,20,3,32262,31796,12.2,15.8,82.4,78.7,5.8,5.7,17.7,15.3,64058,45288
20157,20,3,2355,2451,12.8,21,81.4,69.5,14.1,3.8,15.4,16,4806,40449
20159,20,3,5053,4961,14.7,18.1,72.8,75.1,7.4,5.5,15.6,17.2,10014,48460
20161,20,3,40002,35020,22.5,11.5,72.1,65.1,4.3,5.8,15.7,30.5,75022,44437
20163,20,3,2537,2649,14.4,21.9,79.2,66.6,12.1,4.1,15.5,20.9,5186,43558
20165,20,3,1593,1591,9.4,4.7,75.8,59,17.5,5.6,21.1,23,3184,38854
