CountyId,StateId,RegionId,Male,Female,Poverty,ChildPoverty,CarOwnership,PrivateEmploy,SelfEmploy,Unemploy,AvgCommute,PublicEmploy,AvgAge,AvgIncome
30045,30,1,1041,956,14.1,19,59.6,53.1,19.8,3.9,18.3,23.9,44,44602
30047,30,1,14342,14815,22.6,32.8,70.7,65.3,11.8,9.9,19.7,22.4,38,38732
30049,30,1,32482,32875,12.2,15.6,77.4,62.8,,4.9,16.8,30.6,56,56197
30051,30,1,1160,1209,17.8,13.5,1.2,56.7,15.3,4.5,11,18.2,47,47768
30053,30,1,9714,9623,18.6,23.7,77.7,67.6,12,13.1,18.9,20,35,35275
30055,30,1,925,803,9,8.3,71.1,48.8,27.8,0.8,14.7,22.2,40,40750
30057,30,1,4082,3685,10.7,17.7,59.5,64.3,17.2,4.8,22,16.8,46,46250
30059,30,1,903,995,14.1,14.5,66.6,63.9,18,3.9,13.9,16.5,41,41641
30061,30,1,2133,2105,17.2,33.2,77,78.5,,11.8,23.1,13.6,36,36031
30063,30,1,56328,55638,16,13.9,71.9,75.6,7.2,8.2,17.5,17.2,46,46164
30065,30,1,2389,2401,16.4,22.5,72.9,66.3,17.9,4.6,32.9,13,39,39517
30067,30,1,7896,7812,12.3,9.4,67,71.8,13.5,5.4,24.2,13.8,43,43932
30069,30,1,232,211,6.8,8.4,43.1,57.9,18.9,6.6,18.8,22,43,43750
30071,30,1,2086,2081,15.9,17.1,65.8,59,15.2,6.3,18.3,24.2,36,36071
30073,30,1,3068,3138,20.9,27.2,69.5,66,,6,16.2,19,42,42264
30075,30,1,840,863,9.3,6.6,59.2,51.2,23.2,4.5,15.5,23.5,46,46346
30077,30,1,4318,2657,13.8,28.4,71.9,56.3,12.4,2.2,18.3,31.3,40,40000
30079,30,1,733,639,17.8,26.4,57,46.4,,8.1,13.8,23.6,42,42383
30081,30,1,20247,20576,,28.6,72.4,71.3,13.1,8.2,24.3,15,39,39480
30083,30,1,5699,5433,11.4,20,80.4,80.7,8.9,2.5,16.7,10.1,65,65084
30085,30,1,5544,5528,27.8,34.3,73.8,45,11.3,6.8,13.9,42.8,32,32974
30087,30,1,4565,4787,20.6,28.4,72.1,63.5,7,10.6,14.1,28.8,51,51159
30089,30,1,5846,5500,22.4,39.1,74.9,61.7,21.4,9.3,21.2,16.3,32,32257
30091,30,1,1837,1793,10.5,11.8,72.7,62.4,19,2.7,12.9,17.4,50,50664
30093,30,1,17539,17010,20.1,26.2,80.4,76,,7,15.2,16.7,37,37749
30095,30,1,4703,4585,7.8,8.3,62.9,74.9,12.2,3.6,25.3,12.1,58,58259
30097,30,1,1772,1861,12.7,18.7,64.4,67.6,13.6,0.9,19.7,16.7,50,50588
30099,30,1,3011,3063,12.1,15.7,70.7,63.2,16.5,5.1,19.7,19.2,46,-46360
30101,30,1,2939,2211,19.2,28.7,70.5,69.2,9.8,3.1,14.3,17.8,44,44804
30103,30,1,432,380,21.9,31.5,64,71.2,11.9,0.8,19.9,12.4,41,41103
30105,30,1,3802,3775,12,19.4,76.1,61.7,14.9,2.6,18.7,22.6,49,49141
30107,30,1,1087,1028,19.7,30.9,55.8,51.4,,3.4,9.6,9.5,32,32723
30109,30,1,485,501,15.3,17.6,71,56.2,14.7,3,20,28.4,38,38553
30111,30,1,75474,78218,11.5,14.4,80.5,82.3,6.9,4.1,19.2,10.6,52,52802
31001,31,3,15829,15613,11.8,15.9,83.2,78.6,,5.5,15.3,13.3,50,50635
31003,31,3,3229,3257,12.7,15.9,75.3,69.7,15.4,1.6,16.6,14.6,45,45609
31005,31,3,223,225,8,0.7,52.2,54.4,,4,19.5,17.1,39,39375
31007,31,3,399,421,11.7,17.3,59.2,60.4,20.4,5.4,25.2,19.1,48,48897
31009,31,3,293,258,19.2,25.9,50.2,63.8,19.2,0.7,23.9,17.1,48,48875
31011,31,3,2670,2703,10.1,11.7,77,72.7,15.6,1.2,17,11.8,50,50306
31013,31,3,5736,5574,17,28.8,85.7,75,10.8,3.9,11.5,14.1,51,51691
31015,31,3,1032,1007,11,8.4,65.7,59.1,24.8,1.1,16.6,14.9,40,40224
31017,31,3,1467,1611,16.5,22.3,77.4,64.4,17.4,0.7,11.6,18.2,36,36078
31019,31,3,23881,24077,13.1,13.2,79.4,79.2,6.6,3.5,14.1,13.7,53,53624
31021,31,3,3273,3374,9.5,10.1,81.8,75.5,,3.3,22.3,14.1,47,47429
31023,31,3,4162,4094,8.5,10.6,77.5,75.6,11,4.2,20.1,13.3,51,51027
31025,31,3,12729,12631,6.2,7.5,84.2,76.1,6.1,3.8,26.6,17.6,65,65619
31027,31,3,4396,4279,10.2,12.9,73.8,69.7,15,2.2,17.4,14.8,52,52250
31029,31,3,1892,2005,8.9,14.3,76,66.3,18.7,0.7,12.2,13.7,52,52422
31031,31,3,2726,3044,11.4,12.9,63.9,58.5,18.6,2.6,13,21.6,48,48750
31033,31,3,4960,5117,11.6,19,82,80.8,7.8,1.6,12.7,11.4,53,53814
31035,31,3,3225,3157,9.3,12.4,79.5,73.2,12,2.8,21.6,14.6,51,51470
31037,31,3,5445,5077,13.3,18.4,75.1,83.3,8.3,6.4,16.6,8.2,51,51367
31039,31,3,4514,4564,12,19.5,82,73,13.7,3.3,14.8,12.3,50,50013
31041,31,3,5353,5449,11.3,12.5,75.5,71.7,15.5,2.3,16.7,12.3,46,46468
31043,31,3,10100,10698,17.2,22.2,81.6,87.3,5.2,7.4,15.3,7.3,49,49786
31045,31,3,4401,4735,17.8,15.6,65.8,59.9,,2.6,13.7,29,41,41038
31047,31,3,12142,11927,,22.4,74.7,80.5,7.9,4.8,16.1,11.5,48,48329
31049,31,3,977,969,12.9,27.2,72.2,69.6,12.7,4.3,23.8,17.7,50,50962
31051,31,3,2917,2949,11.9,20.4,79,72.1,9.6,4.5,20.4,18,51,51223
31053,31,3,17956,18769,11.4,13.4,82.7,83.1,5.6,5.1,18.3,11.1,49,49068
31055,31,3,264652,273003,14.6,20.3,82.7,84.8,4.2,5.7,19.2,10.8,54,54659
31057,31,3,1045,970,7.6,10.8,76.6,60.9,19.7,4,14,19.3,42,42500
31059,31,3,2821,2876,9.4,11.6,79.6,70.1,13.2,3.4,15.6,16.5,52,52316
31061,31,3,1562,1543,13.1,16.3,77.3,67.9,13.8,3.5,19.1,17.9,45,45905
31063,31,3,1306,1267,12.6,19.5,72.2,62.8,,2.4,18.6,18.8,49,49634
31065,31,3,2376,2511,17.2,31.2,73.2,67.6,15.1,3.4,14.5,16.7,39,39934
31067,31,3,10793,11025,9.7,11.7,80.4,73.8,10,4.3,19.8,15.9,50,50010
31069,31,3,891,932,10.2,8.9,75.3,57,17.9,3.1,20.2,24.5,45,45845
31071,31,3,952,981,10.2,7.2,74.9,62.4,17.2,3.5,11.3,18.8,43,43179
31073,31,3,947,1029,5.7,9.3,78.4,66.1,15.1,5.1,17.8,17.4,54,54375
31075,31,3,392,377,13.3,14.6,64.8,67.2,20.6,3.5,25.7,12.2,44,44750
31077,31,3,1236,1240,10,12.9,73.1,66.8,19.3,1.9,21.7,12.7,42,42904
31079,31,3,30430,30362,15.3,21.9,80.9,82.6,5.2,6,15.9,12.2,49,49252
31081,31,3,4550,4550,8.7,12.6,80.3,78,10.4,2.5,17.9,11.3,59,59311
31083,31,3,1821,1637,13.2,26.7,73.6,69.3,14.5,1.7,18.4,15.6,46,46766
31085,31,3,592,492,6.3,2.4,62.4,57.2,21.5,1.8,21.2,20,44,44500
31087,31,3,1471,1408,17.4,26.6,76.5,70,11.2,3,18.9,17.5,39,39231
31089,31,3,5151,5247,11.8,12.6,73.1,67.6,18.1,0.9,13.9,14,46,46728
31091,31,3,331,350,18.9,29.9,59.8,51.4,25.1,2.9,18,23.6,37,37317
31093,31,3,3234,3113,,12.9,74,71.9,12.6,4,23.8,15.5,50,50030
31095,31,3,3642,3791,12.5,20.3,76.6,71.8,15.8,4,18.5,12.1,43,43008
31097,31,3,3070,2097,11.8,15.2,78.3,60.5,14.5,3.6,22.8,24.9,45,45429
31099,31,3,3227,3322,6.3,6.6,76.6,78.6,8.9,3.8,18.6,11.9,51,51934
31101,31,3,4073,4073,11.6,18.8,77.1,74.2,10.8,2.8,15.1,14.5,41,41781
31103,31,3,368,343,14.9,39.8,50.5,48,34.3,1.1,18.5,16.6,38,38625
31105,31,3,1847,1873,13.6,15.1,74.9,68.2,14.9,5.1,14.3,16.9,40,40242
31107,31,3,4162,4394,13.5,21.4,76.1,61.9,17.9,3.3,16.5,19.7,45,45411
31109,31,3,149454,148626,14.7,17.3,81.5,76.8,4.6,5.1,18.5,18.4,51,51830
31111,31,3,17721,18175,12.8,18.2,82.8,78.5,6.7,4.2,14.6,14.6,50,50194
31113,31,3,412,439,11,16.6,65,73.3,11.6,0.9,27.2,14,48,48281
31115,31,3,272,276,12.4,18.5,60.3,51.2,,0.7,20.4,19.5,55,55417
31117,31,3,223,210,,20.7,47.5,69.4,23.9,0.9,32,5.9,54,54306
31119,31,3,17387,17724,15,21.5,81.3,80.6,7.2,3.1,-14.7,12,50,50218
31121,31,3,3826,3950,8.9,7.5,77.8,75.4,13.1,5.2,18.7,11.2,51,51012
31123,31,3,2491,2383,11.7,14.5,71.7,67.2,11.8,4,17.5,20.8,45,45910
31125,31,3,1806,1833,13.8,15,78.6,66.9,14.9,3.2,20.4,16.7,42,42500
31127,31,3,3481,3687,8.6,8.7,77.4,62.3,10.6,8,18,27,49,49656
31129,31,3,2175,2216,11.8,14.2,75.1,65.3,,2.9,18.4,17.5,40,40488
31131,31,3,7841,8001,,14.7,81.1,75.5,8.4,4.6,21.4,15.9,50,50275
31133,31,3,1382,1344,16.6,20.7,70.7,51.9,25.1,4.6,18.5,22.4,41,41161
31135,31,3,1444,1480,,9.4,75.5,59,18.7,1.7,15.3,21.7,55,55893
31137,31,3,4599,4617,7.9,9.3,81,75.1,12.3,1.7,14.3,12.1,50,50404
31139,31,3,3632,3552,6,5.9,78.1,73.6,12.5,4.7,18.9,13.4,54,54482
31141,31,3,16580,16062,8.5,11.5,80.3,82.2,5.9,4.5,14.5,11.7,56,56318
31143,31,3,2632,2639,7.6,8.2,76.3,70.4,14.2,1.9,21,14.8,57,57312
31145,31,3,5480,5466,10.6,16.1,78.2,72.7,11.2,4.1,11.3,15.8,42,42931
31147,31,3,4081,4120,19.4,35.5,76.4,70.5,,3.4,18.2,18.2,42,42750
31149,31,3,679,722,12.1,3.4,71.6,60.5,24.1,1.7,15.8,14.4,48,48456
31151,31,3,7438,6922,11.2,11,71.5,77.8,8.6,3.4,18.9,13.1,51,51738
31153,31,3,84574,84618,6.4,9.2,86.9,80.1,4.1,4.4,20.6,15.8,70,70543
31155,31,3,10568,10345,9.7,16.4,81.8,75.6,,3.5,26,15.6,60,60854
31157,31,3,17699,18985,13.7,22.4,82.2,79.7,7.2,5.5,15.2,12.9,45,45992
31159,31,3,8690,8308,9.4,11.1,80.3,76.8,9,3.5,21,14,59,59662
31161,31,3,2608,2686,16.5,29.5,71.5,64.4,14.4,1.4,18,20.8,41,41985
31163,31,3,1534,1573,13.5,29.8,76.7,67.6,19.1,3.1,24,13.3,46,46366
31165,31,3,651,598,12.5,15.5,61.5,62.1,20.2,1.3,19.2,17.7,41,41215
31167,31,3,3037,3044,11.6,13.9,79.9,74,,2.6,18.6,14.6,53,53416
31169,31,3,2553,2629,12,18,79.6,71.3,15.6,1.7,14.4,12.9,45,45741
31171,31,3,356,319,8.2,13.7,53.3,57.9,19.2,0,15.9,22.3,51,51000
31173,31,3,3430,3516,30.6,41.6,72.5,52.4,,14.4,16.2,37.8,41,41266
31175,31,3,2129,2125,12.9,15.4,73,68.8,14.6,1.4,13.7,16.4,44,44612
31177,31,3,9976,10281,9.5,15.5,85.1,79.6,6.7,1.4,21.2,13.5,65,65370
31179,31,3,4839,4586,13.6,12.2,78,69.4,9,3,15.2,21.4,54,-54159
31181,31,3,1793,1904,12.8,17.4,75.2,66.5,15.7,4.7,19.9,16.9,40,40256
31183,31,3,432,415,7.2,9.3,74.6,59.1,,2.9,17.5,16.8,46,46394
31185,31,3,6832,6993,10.8,14.3,79.2,76.8,10,2,13.9,13.1,51,51802
32001,32,1,12368,11884,15.9,20.8,81.8,68.2,,11.9,19.3,24.2,47,47415
32003,32,1,1019927,1015645,15.7,22.7,78.6,84.5,,10.8,24.4,10.7,51,51575
32005,32,1,23755,23504,10.6,16.4,80.1,71.3,,8.5,24,18.8,58,58535
32007,32,1,26951,24611,11,15.5,62.2,83.6,,5.5,30.2,13,71,71799
32009,32,1,520,621,,15.1,68.1,70.9,,11.9,21.9,18.3,39,39271
32011,32,1,797,872,9.7,1.6,61.1,57.9,,4.7,17,33.8,60,60250
32013,32,1,8971,8096,10.5,12.1,63.4,79.1,,7.8,31,14.1,65,65212
32015,32,1,3231,2715,11.5,20.6,56.7,82.3,,12,25.3,13.2,78,78190
32017,32,1,2854,2340,13.1,20.1,73.1,50.1,,11.8,20.1,43.1,44,44866
32019,32,1,26001,25656,16.5,22,80.3,76.8,,13.6,31.6,17.4,47,47255
32021,32,1,2433,2133,20.2,37.5,73.2,57.9,,15.4,12.8,38.4,38,38923
32023,32,1,21179,21446,18.2,34.7,75.7,74.6,,13.4,24.8,20.1,41,41712
32027,32,1,4455,2267,17.5,27.6,69.5,69.3,,9.5,19.6,26.7,45,45230
32029,32,1,1882,2047,7.5,9.3,87.1,72.9,,10.3,27.9,16.4,64,64832
32031,32,1,218795,216224,15.2,20.2,77.6,79.3,,9.1,21.5,14.8,52,52870
32033,32,1,5657,4317,11.5,18.1,69.9,60.4,,10.6,17.1,33.5,57,57122
32510,32,1,27959,26523,16.8,25.5,80.3,70.3,,11.3,17.4,24.5,47,47668
33001,33,2,29573,30826,10.5,18.2,84.2,74.1,,5.3,26.6,16.5,62,62159
33003,33,2,23712,23801,9.5,11.2,81.1,71.9,,5.8,26.2,14,53,53306
33005,33,2,37155,39275,11.8,16.9,78.7,78.3,,6.1,22.5,14.6,57,57782
33007,33,2,16226,15644,14.1,21.7,79.4,72.7,,6.9,20.7,18,42,42312
33009,33,2,44024,45317,11.6,15.5,73.9,75.8,,5,21.5,15.4,55,55762
33011,33,2,200201,203771,8.8,11.7,81.6,82.8,,5.9,27.5,11.3,71,71244
33013,33,2,72470,74792,9.1,12.3,81.1,75.6,,5.2,26.1,16.7,65,65983
33015,33,2,147837,151169,5.5,7.3,84.1,80.9,,5.6,30,12.3,81,81198
33017,33,2,61104,64169,11.1,12.9,78.4,79,,6.5,26.8,15.6,60,60711
33019,33,2,21182,21953,,12.7,77.5,79.2,,5.8,25.4,12.9,56,56032
34001,34,2,133217,142159,15.2,23.2,76.1,79.6,4.7,12.5,23.8,15.5,54,54461
34003,34,2,448049,478281,7.4,9,69.5,82.6,5.7,6.5,31.9,11.6,85,85806
34005,34,2,221673,228883,6.4,8.5,83.1,77.4,4.2,8.5,28.9,18.2,78,78621
34007,34,2,247370,264628,13.2,19.9,77.4,82,4,10.2,27.8,13.8,62,62185
34009,34,2,46617,49188,10.4,15.9,78.3,72.9,6,10,22.4,20.8,57,57637
34011,34,2,80938,76097,17.9,26.1,82.6,75,3.6,11.1,23.5,21.1,49,49984
34013,34,2,380222,411387,17.3,24.4,61.6,79.9,4.9,13,33.6,15.1,53,53976
34015,34,2,141053,149245,8.1,10.1,85.9,79.9,3.7,9.2,29,16.2,76,76727
34017,34,2,329204,333415,17.5,26.5,38.4,84.7,4.4,9.3,34.9,10.9,59,59741
34019,34,2,62901,63349,4.4,5,82.3,79.6,6.6,5.9,32.9,13.6,0,105444
34021,34,2,181158,189054,11.5,16.4,72.2,78.1,4.4,9.4,27.6,17.4,72,72804
34023,34,2,408374,421926,8.8,11.5,73.1,83.1,3.8,7.5,32.9,13.1,79,79593
34025,34,2,306200,322985,7.5,9.9,75.7,80.6,5.5,7.9,33.5,13.8,85,85242
34027,34,2,244074,254118,4.5,4.7,78.7,82.8,5.3,6.3,30.3,11.8,0,100214
34029,34,2,280258,303192,11.3,20,82.5,78,5.4,8.8,30.9,16.3,61,61994
34031,34,2,247026,260548,16.7,25.3,71.1,84.1,4.2,8.6,26.8,11.5,59,59739
34033,34,2,31653,33467,13.5,23.3,84.2,79.7,4.6,10.6,25.1,15.6,61,61831
34035,34,2,161252,169352,5,6,78.7,84.4,4.4,6,31.8,11,0,100667
34037,34,2,72391,73539,5.7,6.9,84.2,78.8,6.7,8.2,38.1,14.3,86,86565
34039,34,2,267263,281481,10.9,15.4,69,82.6,3.9,9.8,30.7,13.4,69,69594
34041,34,2,52134,55092,8,11.9,80.2,79.5,6,9,34.8,14.4,70,70471
35001,35,5,330578,343365,19.4,27.2,79.9,74,5.6,8.4,21.6,20.1,47,47725
35003,35,5,1904,1679,17.2,18.1,70.3,50.3,8.3,4.6,16,39.7,42,42973
35005,35,5,32746,33065,21.9,32.7,80.9,73.6,7.2,7.6,19.5,19.1,40,40630
35006,35,5,13817,13565,29.3,45.5,71.9,65,7.7,15.3,21.3,27.1,34,34565
35007,35,5,6510,6487,19.9,23.1,76.8,68.7,6.7,9.5,15,24.2,32,32380
35009,35,5,26088,24409,21,32.6,83.3,73.3,4.7,9.1,14.3,22.1,41,41084
35011,35,5,907,1113,,14.4,75.7,66.2,8.2,5.2,12.7,25.5,32,32500
35013,35,5,105321,108642,28.2,40.7,81,67.9,,11.5,20.6,24.8,38,38853
35015,35,5,28251,27390,13.3,12.5,83.6,79.2,5.3,5.8,17.2,15.6,56,56618
35017,35,5,14383,14736,20.8,31.1,80.2,68.9,7,9.7,18,23.5,38,38311
35019,35,5,2620,1906,18.1,20.4,82.9,56.7,4.3,1.2,16.8,38.4,31,30772
35021,35,5,292,273,15.4,5.2,64,46.3,,6,20.3,42.9,33,33393
35023,35,5,2313,2330,23.3,38.3,78.6,69,4.2,12.2,20,26.1,34,34444
35025,35,5,35007,33142,15,21.8,82.7,80.8,5.5,5.9,18.5,13.6,57,57533
35027,35,5,9898,10033,16.5,20.2,72.6,66.2,10.3,7.3,21.4,22.5,40,40708
35028,35,5,9179,8760,2.5,7.7,76.9,61.9,6.6,3.5,15.7,31.3,0,101934
35029,35,5,12353,12436,29.6,39,76.9,73.6,6.5,13.8,19.2,19.8,37,27476
35031,35,5,35681,38317,37.5,44.2,72.7,58.1,7.7,15.5,22.1,34,38,28772
35033,35,5,2226,2434,23.4,22,79.7,50.7,5.2,5.4,27.2,43.9,43,23822
35035,35,5,33379,31939,23.1,34.1,76.4,62.7,,12.7,19.1,31.5,39,39775
35037,35,5,4216,4482,17.1,19.8,76,67,7.4,5,15.2,23.8,0,29113
35039,35,5,19625,20324,23.7,30.6,80.8,55.7,7.5,11.4,26.2,36.6,36,36098
35041,35,5,10076,9832,26.3,37,77.8,67.3,6,9.7,16.1,26.4,35,35546
35043,35,5,67141,69497,19.2,18.6,81.9,72.3,6.2,9.2,29.2,21.4,58,58982
35045,35,5,62024,63109,20.1,26,84.5,76.5,3.8,9.2,23.1,19.4,48,-48671
35047,35,5,14230,14438,29.7,38.7,77.1,56.9,5.5,6.4,21.2,37.3,31,29237
35049,35,5,71649,75459,18.6,23,75.4,66.6,12.4,7.9,21.8,20.7,54,54315
35051,35,5,5822,5793,20.8,33.4,80.5,59.5,,6.8,15.9,30,31,29356
35053,35,5,9115,8379,25.1,32.5,79.6,59.7,7.4,7.3,17.5,32.9,34,34037
35055,35,5,16073,16870,24.2,38.8,71.3,67.4,12.9,10.7,19.9,19.7,36,36582
35057,35,5,8258,7595,32.3,46.1,78.9,66.2,13.8,11.2,-30.9,20,32,32083
35059,35,5,2422,1917,16.4,15.7,78,67.3,6.6,2.1,14.3,25.7,36,36070
35061,35,5,38310,37987,23.7,32.5,81.4,70.6,6.3,12.4,29.2,22.8,41,41703
36001,36,2,148776,158687,13.5,17.1,77.9,70.9,4,6.4,20.4,25,59,59887
36003,36,2,24313,23757,16.9,25.1,74.3,73.9,7.1,9.2,21.4,18.8,42,42776
36005,36,2,672447,755910,,42.5,22.5,79.9,5.2,14,43,14.8,34,34299
36007,36,2,97363,100730,17.9,24.3,79.4,75,5.4,7.8,19.6,19.5,46,46261
36009,36,2,39089,39873,18.3,27.7,80.7,73.9,6.1,8.2,21.8,19.8,42,42601
36011,36,2,40576,38597,12,17.7,81.5,76.1,6.1,7.3,22.3,17.5,52,52082
36013,36,2,65776,66870,18.9,29.9,80.9,74.4,7.5,7.8,17.9,17.9,42,42993
36015,36,2,43776,44491,15.8,22.2,84.1,78.3,4.8,5.4,19.5,16.7,50,50320
36017,36,2,24678,24871,15.9,23.6,75.9,70.2,8,7.1,23.7,21.4,45,45668
36019,36,2,42107,39578,16.5,22.1,76.6,70.6,5.4,6.9,20.6,23.9,49,49930
36021,36,2,31244,30951,11.7,16.8,77.2,71,8.9,6.7,26,19.8,59,59105
36023,36,2,23921,25122,14.7,15.3,74.8,72.7,6.5,6.1,20.9,20.6,49,49514
36025,36,2,23515,23386,15.3,26.4,74.1,65.7,,9.5,23.2,22.8,43,43720
36027,36,2,147663,149265,9.3,11.8,75.1,77.2,5.7,8.7,31.3,16.8,71,71904
36029,36,2,445761,475823,15,23.1,81.3,79.2,4,7,21.2,16.8,51,51247
36031,36,2,20283,18629,10.7,15.6,75.9,70.2,9.2,7.9,20.8,20.4,52,52758
36033,36,2,28253,23027,20.3,29.9,77.1,62.5,8.3,8.8,20.7,28.9,47,47923
36035,36,2,27217,27389,17.1,24.3,82.7,79,4.4,9.3,24.1,16.2,46,46969
36037,36,2,29617,29841,13.2,20.5,83.2,76.6,,6.7,21.9,18,50,50880
36039,36,2,24996,23316,12.9,17.5,81.4,68.1,7.8,9.1,27.3,23.3,50,50278
36041,36,2,2406,2354,12.9,13.6,72.6,63.2,6,9.7,23.8,30.6,48,48243
36043,36,2,31598,32436,14.6,22.2,81.2,76.3,6.9,8.7,23.4,16.7,46,46229
36045,36,2,61875,57072,15.1,22.3,75.9,67,6.7,10.6,17.8,26.2,49,49505
36047,36,2,1229001,1366258,,32.9,18.6,79.1,6.5,10,41.7,14.4,48,48201
36049,36,2,13715,13409,12.1,17.2,79.9,64.3,9.1,8.3,24.5,25.9,49,49819
36051,36,2,32469,32332,14.8,18.8,81.4,73.9,5.8,5.4,25.2,19.7,51,51734
36053,36,2,35647,36780,12.2,17.9,81.8,76.6,,5.1,22.7,16.2,54,54145
36055,36,2,362021,387335,15.2,23,81.4,82.6,4.9,7.7,19.9,12.4,52,52553
36057,36,2,24504,25275,20.6,32.4,79,76.4,6,8.9,24,17.4,43,43764
36059,36,2,656738,697874,,8.2,69.2,78,5.5,6.4,34.9,16.4,99,99465
36061,36,2,769434,860073,17.9,24.6,2.1,83.6,7.8,7.5,31.1,8.5,72,72871
36063,36,2,104173,109977,13.7,19.9,87,81.9,4,7.6,21.2,13.9,49,49449
36065,36,2,116334,117224,17.1,27.4,81.8,74.6,5.3,7.4,19.9,19.9,48,48246
36067,36,2,226176,242128,15.4,22.5,79.7,78.3,4.8,7.2,20.1,16.8,55,55092
36069,36,2,53574,55618,10.4,13.5,82.5,79.1,5.7,6.4,23,15.1,57,57416
36071,36,2,187873,187511,12.8,20.4,74.1,75.7,4.3,7.3,33.2,19.8,70,70848
36073,36,2,21001,21203,15.7,21.9,83.1,77.8,5.1,9,24.6,17,46,46359
36075,36,2,60691,60492,18.6,28,81.1,76.5,5.6,9.7,23.8,17.8,47,47860
36077,36,2,29873,31526,16.5,19.5,72.2,72.2,9.5,7.1,21.7,17.6,48,48588
36079,36,2,49597,49891,5.3,4.8,76.3,76,6.1,6.8,38.8,17.6,96,96148
36081,36,2,1115459,1185680,,20.5,31.6,79.9,6.4,8.6,42.6,13.6,57,57720
36083,36,2,78944,80956,12.4,19.3,80.8,74.3,4.8,7.6,23.1,20.8,60,60709
36085,36,2,228703,243778,12.5,17.3,56.4,74.1,4.4,6.9,42.6,21.4,73,73197
36087,36,2,157250,163438,14.6,25.1,70.7,78.2,5.7,7.9,30.6,15.9,84,84855
36089,36,2,57007,55004,19.4,27.5,76.9,68.8,6.8,10,20.9,24.3,44,44705
36091,36,2,110362,113412,6.6,8,82.8,76.2,5.6,6,25.1,18.1,71,71496
36093,36,2,75210,79586,12.6,20.8,80.3,75.7,4.7,7.4,22.6,19.6,58,58114
36095,36,2,15946,15967,12.9,18.5,79.4,67.3,8.4,10.5,29.7,23.8,51,51195
36097,36,2,9262,9148,14.5,18.5,81,74.7,9.9,6.4,25.6,15.3,47,47680
36099,36,2,18527,16617,12.7,15.9,80.8,74.5,6.9,5.5,23.3,18.4,49,49292
36101,36,2,48887,49778,16.3,24.6,80,76.4,6.7,8.2,21.6,16.7,47,47280
36103,36,2,739210,762163,7,8.7,79.3,77.1,4.7,6.4,31.4,18.1,88,88663
36105,36,2,38992,37338,17.5,25.6,77.8,72.2,6.6,11.5,29.2,21,50,50710
36107,36,2,24794,25405,9.6,11.7,84.8,80.1,4.9,6.9,23.3,14.9,57,57514
36109,36,2,51125,52730,20.5,17.7,62.4,78.4,7.8,5.9,18.8,13.6,52,52624
36111,36,2,90169,91131,12.8,14,77.8,73.8,,9.3,27.6,18.3,58,58918
36113,36,2,31977,33203,12,17.5,80.9,76,7.3,6.6,22.9,16.5,56,56798
36115,36,2,32471,30229,13.5,20,79.2,74,8.9,9.5,25.5,16.9,51,51143
36117,36,2,45726,46690,12.7,18.5,84.7,78.7,4.9,7.5,24.5,16.2,50,50798
36119,36,2,466996,500319,9.6,12.3,58.5,79.4,6.6,7.6,32.9,13.9,83,83958
36121,36,2,22442,19004,11.8,17.1,82.7,73.5,6.2,7.4,25.4,20.1,52,52564
36123,36,2,12271,12916,14.4,21.5,70.6,72,,6.9,22.8,13.9,49,49510
37001,37,4,74019,81239,19.2,29.1,83.1,81.2,5.8,7.9,23.7,12.7,41,41814
37003,37,4,19042,18116,17.2,26.3,86.9,83,4.8,9,25,12.1,39,39365
37005,37,4,5416,5495,18.4,26.2,82.1,68.8,12.3,10.5,26,18.4,36,36968
37007,37,4,13693,12442,24.2,35.2,83.6,75.7,4.3,17.6,27.4,19.7,33,33228
37009,37,4,13389,13725,20.7,30.4,80.3,72.5,12.4,8.5,27.3,14.9,36,36267
37011,37,4,9673,8022,15.4,16.3,79.7,75.3,9.5,6.9,22.9,14.9,37,37777
37013,37,4,22645,24916,18.4,25.9,86.4,76.7,7.2,11.5,24,16,40,40391
37015,37,4,10429,10089,22.3,37,80.8,77,4.8,13.5,24.5,17.9,31,30027
37017,37,4,16491,18229,27.4,41.8,83.7,72,4.6,12.1,25.1,23.4,31,30096
37019,37,4,56359,59567,16.3,29.1,79.6,78,,11.4,23.7,13.6,46,46859
37021,37,4,118950,128386,15.9,22.4,80.1,79,8.4,7,20.3,12.4,45,45167
37023,37,4,44499,45049,19.9,30.6,86.5,75.2,5.7,11.6,21.7,18.8,39,39360
37025,37,4,91929,96446,12.5,16.8,83.1,81.5,4.7,9.2,27,13.7,54,54720
37027,37,4,40178,41580,19.6,27.3,85.9,80.3,,12.2,23.6,13.6,35,35763
37029,37,4,5114,5047,7.9,14.2,86.9,57.4,5.4,9.3,35.7,37.2,58,58780
37031,37,4,33481,34747,15,24.5,80.3,66.8,10.8,10.2,23.3,22.2,48,48457
37033,37,4,11711,11463,20.9,34.6,78.4,77.7,,10.9,31.6,16.1,37,37869
37035,37,4,75784,78826,15.5,23.2,85.6,83.8,5.2,8.2,22.3,10.9,44,44376
37037,37,4,33001,34430,13.6,21.4,76.6,73,9.1,9,28.3,17.8,56,56642
37039,37,4,13267,13825,20,26.8,83.1,75.7,11,8.4,22.6,13.2,34,34662
37041,37,4,7039,7617,26.6,41.5,82.6,69.4,4.5,12.7,27.7,25.9,38,38759
