CountyId,StateId,RegionId,Male,Female,TotalPop,Poverty,CarOwnership,Unemploy,AvgCommute,AvgIncome,Obesity
4027,4,5,103779,99208,202987,20.7,79.6,13.1,18.9,40743,29
5001,5,4,8936,9795,18731,20.1,80.9,8.3,15.1,36411,30.4
5003,5,4,10185,11044,21229,20.7,86.3,11.8,18.5,34263,28.4
5005,5,4,19811,21229,41040,15.9,84.6,7.6,17.1,35396,25.7
5007,5,4,117781,120417,238198,12.2,83.4,4.2,19.9,56239,18.2
5009,5,4,18138,19089,37227,17.7,85.2,8.4,20.3,39251,25.1
5011,5,4,5534,5672,11206,29,79.7,9.4,22.1,33701,47
5013,5,4,2692,2553,5245,17.8,85.4,7.2,26.7,36899,23.2
5015,5,4,13535,14100,27635,18.3,78.5,6.2,19.6,36897,27.2
5017,5,4,5577,5776,11353,31.7,81.3,11.5,20.4,28913,44.4
5019,5,4,10786,11965,22751,23.7,79.2,8.4,21.5,35031,32.6
5021,5,4,7588,7812,15400,21.8,82.8,9.5,21,32552,31.5
5023,5,4,12842,12869,25711,14.5,81.7,10.2,24.8,42905,22.1
5025,5,4,4234,4276,8510,20.8,82.7,9.7,29.7,43158,31.5
5027,5,4,11569,12758,24327,25.6,85.3,10.1,17.1,36619,36.1
5029,5,4,10346,10764,21110,22.6,81.9,8.1,24.7,37732,35.1
5031,5,4,49362,52047,101409,20.2,83.5,7.5,17.8,42475,29.6
5033,5,4,30269,31479,61748,18.5,86,7.9,23,41268,27.7
5035,5,4,23482,26283,49765,24.1,83.3,9.9,20.9,38004,35.3
5037,5,4,8384,9083,17467,20.1,79.5,8.6,24,38103,26.8
5039,5,4,3877,3991,7868,15.5,78,8.3,23.5,34084,20.9
5041,5,4,5741,6638,12379,33,86.3,17.7,19.2,27197,49.8
5043,5,4,9215,9525,18740,28.6,81.2,14.3,22.1,32819,37.9
5045,5,4,58488,60855,119343,15.5,83.8,6.6,24.5,51223,16.8
5047,5,4,8797,9069,17866,22,77.5,11,27.1,39285,28.3
5049,5,4,6055,6169,12224,19.9,82.4,7.6,27.4,37066,35.8
5051,5,4,46921,50033,96954,20.9,78.3,9.2,21.9,38733,31.4
5053,5,4,8875,9179,18054,12,84.1,9.4,30.3,46171,16.5
5055,5,4,21477,21905,43382,17.8,86.8,9,20.7,41286,22.8
5057,5,4,10787,11549,22336,27,79.7,7.9,20.4,32122,42.1
5059,5,4,17089,16227,33316,19.1,83.6,7.6,26.2,40000,27.9
5061,5,4,6596,6959,13555,21.8,72.1,8.5,19.5,34229,36.3
5063,5,4,18064,18888,36952,21.8,81,6.9,20.2,36265,32
5065,5,4,6997,6483,13480,21,78.3,10,23.2,32630,32.5
5067,5,4,8737,8860,17597,26.8,86.7,7.9,19.7,31261,45
5069,5,4,36165,37383,73548,25.5,84.8,11.2,21.2,36747,39.3
5071,5,4,12834,13096,25930,22.1,81.8,6.2,20.4,34139,33.6
5073,5,4,3534,3736,7270,24.4,78.9,12.5,23.6,31194,32.4
5075,5,4,8303,8726,17029,23.9,79.2,6.9,24.5,32379,31.2
5077,5,4,5561,4405,9966,27.3,75.9,17.3,20.7,28393,36
5079,5,4,8596,5466,14062,23,78.5,14.2,24,32580,30.6
5081,5,4,6384,6336,12720,19.3,83.5,8.8,24.7,36205,28.9
5083,5,4,11022,10979,22001,19.3,82.1,8.1,26.6,35325,27.4
5085,5,4,34831,35860,70691,12.4,85.1,5.9,26.5,53631,16.3
5087,5,4,7865,7837,15702,20.5,77.8,7.3,31.7,37691,27.2
5089,5,4,8172,8286,16458,18.8,76.1,10.9,23.1,34195,27.3
5091,5,4,21540,22112,43652,20.3,85.8,9.6,19.5,40317,29.3
5093,5,4,21815,23049,44864,26.8,79.7,12,17.9,34612,40.9
5095,5,4,3642,4071,7713,32.8,75.5,12.8,20,27647,50.1
5097,5,4,4547,4650,9197,17.9,78.6,4.3,28,33037,23.9
5099,5,4,4367,4426,8793,28.1,87.4,9.5,28.4,30691,46.1
5101,5,4,4035,4017,8052,20.5,75.2,4.4,36.2,34536,27.3
5103,5,4,11790,13254,25044,24.1,84.2,8.3,23.1,31293,38.7
5105,5,4,5133,5167,10300,16,77.2,6.8,34.3,42346,25.6
5107,5,4,9529,10862,20391,34.1,75.4,18.1,19.5,26844,52.4
5109,5,4,5420,5667,11087,20.2,78.7,6.6,26,33097,30.3
5111,5,4,11819,12391,24210,22.8,82.8,10,23.6,33070,35.9
5113,5,4,9929,10435,20364,24.1,76.4,9,21.9,33702,40.4
5115,5,4,31083,31747,62830,20,84,7.6,18.8,39810,26.3
5117,5,4,4137,4265,8402,21.4,77.1,6.2,27.8,35833,30.5
5119,5,4,187292,203171,390463,17.6,85,7.5,20.3,46140,26
5121,5,4,8678,9017,17695,21.1,84.4,5.4,28.7,34044,29.8
5123,5,4,14996,12349,27345,24.8,78.8,11.7,20.3,32105,36.7
5125,5,4,55920,57913,113833,9.1,85.9,5.3,25.5,55817,11.2
5127,5,4,5557,5313,10870,20.1,72.3,10.9,22.3,37321,32
5129,5,4,3984,3981,7965,23.6,77.9,5.9,31.3,33083,30.7
5131,5,4,62355,64918,127273,23.2,83.9,6.1,17.9,38575,36.6
5133,5,4,8563,8705,17268,22.1,70.6,9.3,24.1,36579,33.4
5135,5,4,8302,8753,17055,23.6,78.5,8.8,28.9,30691,32.9
5137,5,4,6340,6172,12512,24.6,76.9,7,25.2,29264,39
5139,5,4,19640,20993,40633,20.4,88.5,9.7,18.7,38678,31.8
5141,5,4,8402,8600,17002,21.4,83.4,11.2,27.4,32312,34
5143,5,4,108144,108288,216432,20.1,78.3,6.2,21.3,43524,25.3
5145,5,4,38736,39924,78660,19,79.9,7.1,23.1,42554,21.7
5147,5,4,3380,3603,6983,23.5,85.4,12.4,19.4,28993,25.7
5149,5,4,10804,11031,21835,18.6,78,8.3,21.1,37804,27.2
6001,6,1,776699,808284,1584983,12.5,63.6,8.3,30.7,75619,15.2
6003,6,1,654,477,1131,17.5,62.5,10.7,24.3,52917,8.5
6005,6,1,20012,16983,36995,12.8,79.1,14,29.3,54171,22.5
6007,6,1,110115,112449,222564,21.9,75.2,12.1,19.9,43444,23.9
6009,6,1,22143,22624,44767,12.6,79.1,12.1,33.6,53233,13.3
6011,6,1,11129,10267,21396,15,76.8,10.4,22.6,52168,22.2
6013,6,1,534618,561450,1096068,10.9,68.9,8.8,35.3,80185,14
6015,6,1,15418,12370,27788,21.8,74.8,11.5,14.1,40847,29
6017,6,1,90970,91123,182093,10.4,76.2,11.1,28.4,69584,13.3
6019,6,1,477316,479433,956749,26.8,76.9,13.2,22.1,45233,38.2
6021,6,1,14168,13861,28029,20.8,76.2,12.6,21.8,39349,27.3
6023,6,1,67533,67501,135034,21.4,72.3,10.5,18.1,42197,23.7
6025,6,1,91167,87039,178206,24,80,17.4,21.3,41079,31
6027,6,1,9214,9159,18373,11.4,69.6,6.8,14.6,45955,14.1
6029,6,1,444547,421189,865736,23.5,77.8,12.7,23.6,49026,33
6031,6,1,83958,67040,150998,22.6,76,13,21.1,46481,32.1
6033,6,1,32146,32012,64158,24.7,73.6,14.6,28.6,35578,32.8
6035,6,1,21818,10827,32645,16.4,77.2,10.9,20.6,51555,23.6
6037,6,1,4945351,5093037,10038388,18.2,73,,30,56196,25.8
6039,6,1,73863,79324,153187,23.5,77.1,7.5,25.5,45073,33.6
6041,6,1,126460,131889,258349,8.3,65.2,5.7,30.2,93257,10.3
6043,6,1,8931,8858,17789,15.1,68.4,11.6,33.1,47681,19.6
6045,6,1,43827,43717,87544,20.4,73.7,12.2,18.9,42980,28.1
6047,6,1,133152,130733,263885,26.1,76.8,16.2,26.1,42462,37.7
6049,6,1,4664,4520,9184,18.8,66.2,8.6,15.4,37860,18.6
6051,6,1,7311,6835,14146,4.9,48,13.4,18.9,56944,5.8
6053,6,1,219299,209142,428441,17,70.5,8.4,22.3,58783,25.1
6055,6,1,69798,70497,140295,10.3,76,7.5,23.6,71379,13.3
6057,6,1,48668,49902,98570,12.7,75.1,9.8,25,56521,17.1
6059,6,1,1539600,1576469,3116069,12.8,78.4,7.6,26.8,76509,17.6
6061,6,1,178729,187551,366280,8.9,79,8.3,27.1,73948,10.5
6063,6,1,9608,9358,18966,14.5,75.5,15.2,23,47333,17.7
6065,6,1,1143477,1154555,2298032,16.8,77,12.9,32.4,56603,23.3
6067,6,1,717117,748715,1465832,18.2,76.1,11.8,26.2,55987,25
6069,6,1,28773,28784,57557,10.8,78.1,12.2,31.8,71077,14.8
6071,6,1,1042053,1052716,2094769,19.5,77.8,12.6,30.4,53433,27.1
6073,6,1,1618945,1604151,3223096,14.5,76,8.7,25,64309,18.4
6075,6,1,427909,412854,840763,13.2,35.9,6.8,31.7,81294,12.7
6077,6,1,352400,356154,708554,18.6,76.6,13.7,30.1,53274,25.2
6079,6,1,140953,135564,276517,14.8,73.6,6.6,21.3,60691,15.1
6081,6,1,368416,380315,748731,8,69.8,6.7,26.8,93623,10.2
6083,6,1,218483,217367,435850,16.3,67.7,8,19.1,63985,21.2
6085,6,1,939004,929145,1868149,9.5,76,7.7,26.3,96310,10.9
6087,6,1,133714,135564,269278,15.1,69.9,7.6,25.9,67256,17.1
6089,6,1,87851,91091,178942,18,81.9,10.3,20,44620,23.5
6091,6,1,1505,1516,3021,14.6,71.1,8,28.2,42833,22.7
6093,6,1,21825,22070,43895,23.1,73.2,12.7,18.5,37170,30.5
6095,6,1,211881,213872,425753,13.4,76.6,11.4,30.1,66828,19
6097,6,1,242817,252261,495078,11.7,75.9,8.1,25,64240,14.6
6099,6,1,261045,266322,527367,20.3,80.2,15.2,27,50125,28.2
6101,6,1,47349,47898,95247,17.8,76.9,13.2,26.4,52017,24.3
6103,6,1,31489,31663,63152,19.8,76.5,13.2,24.6,41001,27.6
6105,6,1,6878,6495,13373,19.5,65.3,9,18,34974,23.8
6107,6,1,227426,226607,454033,28.1,76.5,12,22.7,42031,37.9
6109,6,1,28218,25861,54079,13.9,78,12.9,26.2,50306,15.9
6111,6,1,416484,424349,840833,11.1,77.1,8.6,25.8,77348,16.1
6113,6,1,100937,106383,207320,19.9,66.9,9,22,54989,18.7
6115,6,1,37300,36137,73437,21.9,76.4,14.8,30.6,46892,30.2
8001,8,1,237107,234099,471206,13.8,77.6,7.9,28.8,58946,19.1
8003,8,1,7972,8297,16269,28.9,73,10.4,13.7,32395,36.5
8005,8,1,299103,309207,608310,11.2,78.1,7.2,27.4,63265,15.4
8007,8,1,6202,5972,12174,11.7,71.6,8.2,20.6,46646,22.8
8009,8,1,1776,1925,3701,20.5,69,4.5,14.6,38000,32.7
8011,8,1,4046,1849,5895,25.6,78,8.3,17.9,36791,36.8
8013,8,1,155795,154237,310032,14.1,65.2,6.1,22.5,70961,13.2
8014,8,1,30075,30624,60699,6.5,78.7,5.5,28.3,81898,8.5
8015,8,1,9798,8511,18309,8.7,69.5,5.9,15.1,51092,12.3
8017,8,1,1051,951,2002,8.6,73.1,9.3,12.4,52554,4.7
8019,8,1,4724,4412,9136,8.3,68.2,5.4,33.3,67710,10.3
8021,8,1,4111,4138,8249,18.3,77.4,9.7,22.6,36652,19.8
8023,8,1,1866,1715,3581,23.7,79,14,20,31321,40.4
8025,8,1,3145,2406,5551,33.4,79.5,27,21.9,31151,40.9
8027,8,1,2148,2155,4303,17.4,66.6,14,29.7,35000,24.5
8029,8,1,15148,15066,30214,16.3,73,11.7,23.8,42452,23.9
8031,8,1,324730,324924,649654,17.3,70.3,6.3,24.8,53637,26.1
8033,8,1,1017,845,1862,21.5,56.3,4.6,17.6,31875,29.8
8035,8,1,152339,154635,306974,4,79.1,4.1,27.7,102964,4.2
8037,8,1,27887,24689,52576,9.2,72.8,4.4,20.5,72214,11.9
8039,8,1,11969,11886,23855,7,76.2,6.7,40.1,84963,11.2
8041,8,1,329550,325474,655024,11.8,78.1,8.4,22.2,58206,15.6
8043,8,1,27003,19806,46809,17.4,77.9,9.2,23.1,40423,29.4
8045,8,1,29186,27890,57076,12.1,70.6,6.9,28.8,56590,14.8
8047,8,1,2878,2727,5605,7.4,75.6,4.9,32.8,65670,3.5
8049,8,1,7689,6722,14411,10.8,64.6,5.7,19.8,63628,14.3
8051,8,1,8427,7224,15651,16.9,54.3,7.8,14.1,48071,18.9
8053,8,1,416,458,874,8,60.9,3,12.9,57083,12.9
8055,8,1,3290,3212,6502,18.5,64.9,15,22,31715,19.1
8057,8,1,709,626,1335,11.7,64.5,1.5,19.1,46014,20.8
8059,8,1,274525,277819,552344,8.5,78.7,5.9,27,70164,11.8
8061,8,1,666,797,1463,13.2,76.8,2,15.1,40304,14.9
8063,8,1,4379,3601,7980,16.4,76.5,5.9,12.3,40603,25.4
8065,8,1,4021,3341,7362,11.5,64.4,5.7,24.5,45367,14
8067,8,1,27010,26172,53182,10.6,71,5.2,21.1,60278,10.2
8069,8,1,158367,159860,318227,13.7,75.1,6.7,22.6,59805,12.3
8071,8,1,7467,7036,14503,14.9,75.7,9.2,18.9,45067,16.5
8073,8,1,3212,2266,5478,16.6,71.5,6.3,18,39005,16.3
8075,8,1,11889,10039,21928,16.9,76.4,9,16.9,42319,26.2
8077,8,1,73340,74494,147834,15.6,78.1,8.7,21.8,49322,20.9
8079,8,1,381,352,733,7.6,58.2,1.6,16,48125,0
8081,8,1,6830,6287,13117,11.4,70.1,5.9,20.1,51387,13.8
8083,8,1,12729,12971,25700,17.9,75.9,9.5,22.3,43553,31.3
8085,8,1,20021,20794,40815,19,76.8,10.2,19.2,43999,29.9
8087,8,1,14088,14271,28359,11.6,73.9,6.2,17.7,48450,16
8089,8,1,9121,9451,18572,24.3,76.2,10.7,17.3,32311,38.7
8091,8,1,2239,2341,4580,7.8,53.2,6.7,22.5,61624,7.8
8093,8,1,8525,7664,16189,7.3,72.5,5.6,42.4,56969,8.1
8095,8,1,2259,2112,4371,15.3,74.9,5.3,14.5,43639,18.7
8097,8,1,9235,8185,17420,9.9,52.3,7.7,17.8,71196,11.6
8099,8,1,6137,6098,12235,19,73.8,9.7,13.2,40179,26.7
8101,8,1,79535,81984,161519,19.8,79.9,10.8,21.1,41286,27.6
8103,8,1,3490,3222,6712,17.4,65.9,4.2,17,61842,21.9
8105,8,1,5810,5935,11745,19.2,79.1,8.1,18.2,39672,29.6
8107,8,1,12328,11278,23606,10.2,69.9,4,17.3,64963,9
8109,8,1,3116,3122,6238,23.4,70,9.7,18.4,33393,34.9
8111,8,1,327,279,606,16.5,31.2,13.8,11.8,36324,16.9
8113,8,1,4049,3627,7676,11.2,43.7,5.8,20,56047,10.7
8115,8,1,1139,1226,2365,14.4,70.6,6.4,19.4,44191,19.7
8117,8,1,15912,13028,28940,13.7,66.6,4.7,16.9,67983,19.6
8119,8,1,11826,11514,23340,7.5,75.2,8.2,31.6,62372,9.5
8121,8,1,2482,2313,4795,10.4,73.7,5.1,21.9,45541,11.3
8123,8,1,136230,134718,270948,12.9,79.2,6.6,26.3,60572,16.5
8125,8,1,4825,5360,10185,14.5,67.8,2.5,15.7,43105,22.4
9001,9,2,457634,482349,939983,9,72.4,9,29.4,84233,11.2
9003,9,2,434784,462159,896943,11.9,80.9,9.3,22.7,66395,16.7
9005,9,2,91740,94564,186304,7,83.1,7.1,26.9,72061,7.6
9007,9,2,80854,84311,165165,6.7,82.6,6,25.7,79893,7.2
9009,9,2,415679,446545,862224,13,78.7,9.5,24.4,61640,19.2
9011,9,2,136570,136615,273185,9.9,79.2,8.3,22.8,66233,14.8
9013,9,2,76134,75814,151948,7,81.5,6.8,26,79626,6.6
9015,9,2,58212,59258,117470,10.7,82.9,9.3,26,59392,14.3
10001,10,4,81716,87793,169509,13.5,82.9,8.4,26.1,54976,19.7
10003,10,4,265915,283728,549643,11.4,80,7.4,25.5,65476,15.4
10005,10,4,100782,106520,207302,12.6,82.7,8,25,53751,21.6
11001,11,4,306674,340810,647484,18,33.7,9.6,29.7,70848,26.7
12001,12,4,122968,131250,254218,24.3,74.2,7.9,20.6,43073,23.5
12003,12,4,14277,12858,27135,18.1,83.9,8.9,29.6,47121,22.1
12005,12,4,86800,88553,175353,15.2,82.4,8.6,22.1,47368,22.6
12007,12,4,15150,12073,27223,20.6,84.3,12.4,31.4,41606,24.8
12009,12,4,270544,283047,553591,14,82.2,10.9,24.2,48925,21.3
12011,12,4,894820,948332,1843152,14.5,79.5,10,27.8,51968,19.9
12013,12,4,7991,6624,14615,19.3,80.3,10,28.2,34510,21.5
12015,12,4,80718,85065,165783,12.2,77.9,10.8,23.6,44244,19
12017,12,4,67381,72273,139654,17.4,82.4,13.1,24.9,38312,30.4
12019,12,4,96931,100486,197417,10.5,84.2,10.7,32.4,58290,11.6
12021,12,4,167836,173255,341091,14.1,74.6,7.8,24,57452,24.7
12023,12,4,35080,32726,67806,19.9,82.8,14.8,24.2,41926,30.6
12027,12,4,19756,15201,34957,30.6,68.7,9.4,25,35165,42.4
12029,12,4,8746,7345,16091,21.1,80.3,7.2,25.9,36292,24.1
12031,12,4,431732,458941,890673,17.3,80.5,10,24,47690,26
12033,12,4,152196,154131,306327,15.8,76,9.4,21.8,45390,25.5
12035,12,4,48229,52554,100783,14.8,80.8,9.3,26,47866,24.5
12037,12,4,6800,4828,11628,20.3,76.8,9.4,20.3,40401,29.9
12039,12,4,21995,24429,46424,27.1,83.2,11.2,28.5,35567,43.4
12041,12,4,8946,8046,16992,22.8,79.3,10.4,29.5,40623,35.2
12043,12,4,7319,5953,13272,20.2,69.6,12.9,27.5,34877,28.7
12045,12,4,9235,6550,15785,14.3,,10.2,23,41788,19.1
12047,12,4,8671,5724,14395,29.3,82.2,15.8,22.4,35048,47
12049,12,4,14920,12548,27468,27.4,71.4,11,24.4,35457,39.7
12051,12,4,20318,18045,38363,26.4,67.3,11.9,28.7,36771,32.1
12053,12,4,83978,90831,174809,15.9,83.3,13.7,29.1,40945,25.8
12055,12,4,47994,50334,98328,19.4,79.5,13.3,20.9,35093,31
12057,12,4,635632,667252,1302884,17,80.4,9,26.4,50579,23.3
